,content
1563,[도움/RT요청]5/24 10:15AM 아시아나 또는 1PM 대한항공 항공편 또는 어떤 항공사든 오전시간에 인천에서 런던가시는분 계신가요? 가까운 지인이 런던에 출장갔는데 위급하게 부탁드릴 일이 있습니다. 시간상관없이 DM이나 멘션주세요. 부탁드립니다
1564,"이런   ^ RT @zetlos: http://bit.ly/jFqrhF 대한항공이 '유방암 말기환자'를 기내에서 사망할 수 있다고 탑승거부 했다고 하네요. 그래서, 델타항공을 타고 한국으로 들어온다네요... 참. 훌룡한 항공사라는..   ;"
1565,"특이했던 항공사 이름. Snowflake Airlines(눈송이), Kiwi International(키위, 날지못하는 새)."
1566,항공사들의 '꼼수'...징검다리 휴일 활용해 성수기 늘려 요금인상 http://mtz.kr/hzi6
1567,"항공업계,  요금 더 받는  성수기 늘려 http://j.mp/lzafMu 올해 휴일과 휴일 사이의 평일인 샌드위치 데이가 늘어나면서 항공사들이 성수기 기간을 연장했습니다. 대한항공은 지난해보다 성수기 기간을 19일, 아시아나항공은 27일 늘렸습니다."
1568,"우리는 다른 사람의 말을 잘 들어주고, 다른 사람을 생각하고, 미소를 잘 짓고, 감사합니다라는 말을 할 줄 아는 다정한 사람을 찾습니다. - 콜린 바레트 / 사우스웨스트 항공사 부사장"
1569,항공사들이 슬그머니 성수기를 늘려 사실상 요금 인상 효과를 유발하고 있습니다. 올해 대한항공과 아시아나항공의 성수기는 1년의 20%가 넘는 총 76일입니다. 5일 중 하루가 성수기인 셈. http://bit.ly/k3GGEA
1570,난 개인적으로 우리니라 두 항공사의 광고 맘에 안들어... 일등석의 저 편한 자리에 앉아 여행하는 사람들이 도대체 얼마니 되겠어... 일반석에 앉아 승무원들이 주는 밥 먹으면서 사육 당하는 사람들이 태반인데
1571,[전문가의여행정보 투어가] 아시아나 항공사가 망신 당했네요. 1년에 6백여만원하는 제주관광협회 회비를 무려 7년간 내지않고 버티다 회원자격이 박탈되는 수모를 당했네요. 돈벌기에만 신경쓴다는 쓴소리가 제주 사회에 가득하다고...
1572,비행기 놓쳐서.. 지금 휴스턴도착해 공항호텔이에요... 아.. 정말 아침먹고 하나도 못먹고...여태... 항공사사람들하고 싸우다.. 겨우 방에오긴왔네요.. 이래서... 일본 언제가죠....   흑흑
1573,"John Berlau: The Entrepreneurs' Princess http://on.wsj.com/iDfVgf
항공사 직원으로 있다가 자수성가한 부모 밑에서 자란 케이트가 영국의 미래 왕비가 되는  것을 활용해 기업가정신을 고양하자는 칼럼"
1574,"장애인 차별하는 아시아나항공:  최성윤/장애물없는생활환경시민연대 교육정책팀장
 
 다른 항공사와 달리 아시아나항공은
 브리지를 지나기 전 게이트 앞에서
 전동휠체어를 수동으로 갈아 태운다
 이는 장애인... http://bit.ly/hCo9dJ"
1575,Cebu Pacific Flight 승무원들이 기내에서 춤으로 보여주는 안내장면http://goo.gl/AWIvy 그리고 연습장면 http://goo.gl/JiNVu 우리나라 항공사는 이렇게 안될까? 앞으로 학교에서 춤연습을 본결적으로 시켜야?
1576,통크~게 쏩니다!필리핀항공사에어텔 모든 고객에게 현금결제시 3%할인.기프티콘증정!! http://www.072.com/airtel/index.ts?ts=pal_0930
1577,미국 버진아메리카 항공사가 공항 특정 장소에 체크인을 하면 뱃지와 상품을 주는 마케팅을 하는군요. 페이스북 페이지와 포스퀘어 체크인의 결합. http://goo.gl/mbaRe #insight
1578,사우스웨스트항공을 아직 못타보기는 했지만 지금까지 경험한 미국국내항공사중에는 버진아메리카가 제일 나은듯. 비교적 넓고 깨끗한 좌석. 기내인터넷. 그리고 무엇보다 개성있는 레드색조의 디자인이 인상적인 회사. 승무원들도 쿨해보이는 편.
1579,"외국계 항공사인 에어프랑스가 유럽 항공사 가운데는 최초로 김치를 한국발 기내식에 제공한다. 에미레이트 항공사에서도 김치, 된장국 등을 기내식으로 제공한다. 그런데 정작 우리나라의 대한항공과 아시아나 항공에는 기내... http://dw.am/LTRal"
1580,"대한항공과 아시아나 기내식에는 김치가 없군요. 한데, 에어프랑스와 에미레이트 항공에서는 김치가 나온다네요... 우리나라 국적기에서도 먹을 수 없는 김치가 외국 항공사에는 있다니.. 한복 파동에 이어 또 다른 충격..."
1581,"저가 항공사의 시각 장애인 안내견에 대한 시각은 매우 편협한 상태이며,어떻게 대우해야 하는지 모르는 것 같다.제주항공은 안내견에게 입마개를 시켜야지 탑승이 가능하다고 말했다.정신줄 놓은 거라고 밖에는 할 말이 없다.주말이라서 대응하기가 참 힘들다."
1582,"무역용어] 적하목록 Manifest : 선박 또는 항공기에 적재된 화물의 총괄목록. 선사, 항공사, 포워더가 작성하여 제출한 B/L일련번호에 의하여 화물관리번호가 B/L한건에 대하여 하나씩 부여 되며 세관의 수입화물관리에 있어서 가장 중요한 자료임."
1583,"수학에 기여하는 루프트한자 항공사:독일-인도왕복을 비지니스클래스로 업그레이드해준 덕분에 이 글을 썼다고 감사의 글을 적으셨네요.
AMS Notice 4월호에 실린, 평면 위의 점 색칠하는 문제에 관한 흥미로운 글 http://www.ams.org/notices/201104/rtx110400550p.pdf  "
1584,"[진에어 OX 퀴즈] 통신사에서 많이 본  가족 할인 , 국내 항공사 중엔 진에어만 유일하게 <가족 할인 운임>제도를 시행 중이다  O?X? 별다방 라떼 기프티콘을 2분께^^(RT필수/12일10시 정답,14시 당첨자 발표)^Star"
1585,"[MBC뉴스] 저가 항공사 할인 경쟁 치열 서울서 제주까지 만 원대 표도 나와, 승객 부담 크게 주는 효과. 안드로이드 http://bit.ly/gpta8a 아이폰 http://bit.ly/hGKDn7 페이지 http://fb.me/YeSmq6Sc"
1586,대한항공은 기내면세점을 설치하는 최초의 항공사. 좌석 13개의 공간을 들어내고 설치. 면세품 구매력이 높은 한국인 승객 고려. 면세점 설치업체는 AIM. 5개 진열장으로 무게는 130kg. 총 64개 아이템 진열.
1587,"3) 신공항 지으면 국제선 들어올 거라는 분들께 여쭤봅니다. 여러분이 항공사라면 취항 결정할 때 공항 크기와 시설을 보시겠습니까, 이용할 승객 수를 보시겠습니까? 그만한 수요 있다면 지금 김해공항에 왜 국제선이 취항 안 할까요?"
1588,"[Weekly BIZ] 피에르 낭텀이 말하는 하이 퍼포먼스 기업의 비결: 
 미국의 저가(  ) 항공사 '피플 익스프레스(People Express)'는 혁신과 성공, 그 자체였다. '버스 탈 돈이면 ... http://bit.ly/gqetYb"
1589,너무나 상식적인 얘기죠 RT @zroot1yoon 선대인 선생님 말씀을 항공사 관계자한테도 들은 적이 있어요. 경상도 인구와 경제규모가 우리가 보기엔 있어보여도 정작 외국 항공사 입장에선 별 매력없다고... 국적기만 쥐어짜서 수지가 맞겠냐고...
1590,항공사의 한 관계자  영남권에 국제선 수요가 있었다면 우리가 먼저 들어갔을 것.신공항이 생긴다고 없던 수요가 덩달아 늘어나는 것은 아니다  RT @hanitweet: 박근혜  주워먹기 정치  http://bit.ly/fURXhj
1591,"[오늘의 한줄 DBR] 의도적으로 받는 초과예약, 수학의 힘이 숨어있다. http://bit.ly/hK55iX (70호 항공사는 봉이 김선달? 미국식 초과예약의 경제학) #dongabiz #DBReaders"
1592,"세계항공사연합체 Star Alliance의 매력적인Paper Stop Motion Animation광고를소개합니다.생태계보호/연구등의활동을위해 전세계를방문하는 사람들에게 비행기티켓을 무료로제공하는캠페인입니다.
 http://ow.ly/4n62L"
1593,RT @invictussj: 경향신문과 인터뷰를 했다. 일본 비행기를 타야하고 정비해야하는 항공사직원들의 안전도 고려되어야한다는 이야기를 담았다. 회사에서는 오늘 비행기에 경향신문 싣지말라고 했단다. 암튼 유치하다. http://j.mp/ehmf3W
1594,"여행사, 항공사 중 최고의 혜택을 자랑하는 하나투어 마일리지! 여행상품, 여행용품, 기프티콘까지 모두 하나투어 마일리지로 구입하세요~ http://blog.hanatour.com/140125672803  http://twitpic.com/4bolf2"
1595,한국 언론에서 이번 주말이 최대고비라고 말을 바꿨는데 이번주말이 지나도 별일 없으면 뭐라고 할지 궁금.그런데 다음주에 다시 이번주가 가장 큰 고비다 말하면 이젠 언론과 정치의 유착관계가 아닌 언론과 항공사의 유착관계를 따져봐야 할 듯. -_-;
1596,3.18~20 우리 항공사의 귀국 항공기 증편계획입니다. http://j.mp/i9J85D
1597,"3.17(목) 우리 항공사의 귀국항공 임시편 추가 투입 계획입니다.
http://j.mp/ib0R4q"
1598,"@kimmiwha 외신기자 연결해 들어보니 영국화산재예보센터(VAAC)는 작년 아이슬란드화산폭발때도 전세계 항공사에 경보를 발령했었고, 국제원자력기구(IAEA)의 방사성물질 유출경보를 항공업계에 전달하는 역할을 ... http://dw.am/LQQTS"
1599,RT @twinklehee http://bit.ly/h9evnV 세계의 항공사 트위터 총집합! #Helpjpkr #japan #JapanHelp #jpdong
1600,"RT @Nomadicvind [뷰스앤뉴스-긴급] VAAC ""한국 상공도 방사능 위험"" 전세계 항공사에 공식경보 발령, 사실상 IAEA 공식입장 .. http://bit.ly/eYJIk6 세계원자력기구 공식입장이나 마찬가지란다 이래도 루머 타령할래?"
1601,"[일본 도쿄행 항공노선 변경]루프트한자, 에바항공, 에어차이나는 도쿄행 취소. 에어프랑스, KLM은 오사카로 노선변경. 미국계 항공사와 캐세이퍼시픽, 브리티시 에어웨이즈, 에미레이트항공, 싱가포르 에어라인, 태국... http://dw.am/LQPc9"
1602,국내 항공사들이 프랑스에서 반환되는 외규장각 도서를 무료로 운송하는 방안을 추진하고 있다고 합니다. 한국문화유산연구원 박상국 원장이 문화재 환수에 대한 글을 본지에 써주셨습니다. http://bit.ly/gCW2aB
1603,"국내 항공사의 일본 항공료 백만원 기사가 사실과 다르며,현장 발권 요금과 예매금액의 차이 때문이라고 트윗했는데,확인 결과 아시아나는 현장 발권 요금을 50% 할인하기로 했다고 합니다 http://j.mp/fk6vsK"
1604,난 대한항공 정비사님들께 감사한다. 열심히 예방정비 해주시고 문제가 생기면 번개같이 조치해주신다. 외국 항공사들을 경험한 외국인 기장들도 대한항공 정비에 다들 감탄한다.
1605,"대한항공과 아시아나가 일본-한국간 항공권 가격을 엄청나게 올렸다는 루머는 사실이 아니며, 공항에 가서 당일 티켓을 티케팅하는 가격과 몇달 전 예매 가격의 차이를 몰라서 발생한 해프닝이라고 합니다.물론,두 항공사가 한시적 할인을 하기를 바랍니다."
1606,이번 일본지진으로 일시귀국하려는 유학생이나 재일교포들이 많은 것 같은데 항공사들의 편도요금규정때문에 경제적으로 많이 부담이 된다고 합니다. 지난번 중동사태때도 그랬고 자국민 보호차원에서 정부의 지원도 항공사들의 배려도 필요할듯 합니다.
1607,RT @woodstock1000: 돈없으면 교민도 아니네요..잔인한 자본..RT @reenjang: 항공사들 정말 너무하네! 지진을 피해 귀국하는 피난민에게도 세 배나 요금을 올려 받아야 하나? 이런 것도 대목인... http://dw.am/LQ4Mk
1608,"""우리는 다른 사람의 말을 잘 들어주고, 다른 사람을 생각하고, 미소를 잘 짓고, 감사합니다라는 말을 할 줄 아는 다정한 사람을 찾습니다."" - 콜린 바레트 / 사우스웨스트 항공사 부사장"
1609,현재 대한항공의경우 출발가능한 상태이긴 하나 출발이 미정이라고 합니다. 다른항공사들도 상황이 비슷하다고 합니다 또한 나리타 공항 근처에 임시 대피소에 계신분도 있다고 합니다.
1610,RT @psw227: 010-5254-5749 저에게 빨리 연락바랍니다. 전세기 여러대 보유한 항공사 회장님과 연락이 닿았습니다. 정확한 정보필요합니다 RT @jooheecho: 누구 비행기 (전세기) 빌려주실분... http://dw.am/LPx4c
1611,"다국적 방송사 몇분이서 언제, 어디로 가시려 하나요? 19인승 비행기 가진 항공사 회장님께 급연락 드려보겠습니다. 정확하게 말씀해주세요. RT @Naya2816: RT @jooheecho: 누구 비행기 (전세기) 빌려주실분. 사례합니다. (진담입니다)"
1612,RT @autumnmin: @kimmiwha 항공사 직원인데요 나고야에 주재정비사님과 통화했는데 강도 3.0 정도의 흔들림이 있었고 나고야공항은 별 문제 없다고 합니다
1613,[해외취업] 카타르 항공사 지상직 모집 (~03/20) http://incru.it/CPG  #worldjob #incruit
1614,"항공권 구매 전략 5가지=> 3개월 전부터 알아본다. 여행사 누리집을 통해 전체 상황을 점검, 개별 항공사 누리집에서 특가 할인항공권을 확인, '얼리 버드' 요금을 확인, 땡처리 항공권이 있는지~http://j.mp/dXfVbb"
1615,좋은 자료 감사합니다 *^^+ RT @choiljoo 국내외 항공사 트위터 및 페이스북 주소 모음집 http://ijcho.com/140119789896
1616,제가 예전에 외교부 담당자에게  교민 비상탈출 전세기값이 왜 이리 비싸냐 고 묻자  항공사들이 빈좌석으로 갔다가 돌아오기 때문에 비싸게 부르는 것 이라고 하더군요. 돈 없으면 탈출도 못합니다. 국가가 할일은 뭔가요
1617,밧심하실때 유용하게 쓰시라고 주요항공사 ICAO코드 및 콜사인 발음 적혀있는 표 올려봅니다. http://bit.ly/hd9Dlx
1618,리비아 항공사 전무가 더 이상 자신 회사의 비행기로 용병들을 실어나르는 것을 두고 볼 수 없다고 퇴직했답니다. #Libya
1619,"광고인이면 모름지기 자동차, 항공사, 담배를 해봐야한다고 옛날 어느 미국 광고인이 말했다. 여기에 담배를 포함시키는 사람도 있다. 이들의 공통점은? 실제 제품 차이가 별로 안나 브랜드로 승부해야한다는 것. 근데 이제 브랜드가 실제제품 차이를 만든다"
1620,"항공사를 통한 교훈 - 체크리스트 설정. 체크리스트란 책도 있는데요, 요즘 제가 읽고 있습니다. 의료에서도 체크리스트가 중요하죠. JCI인증에도 이런 체크리스트를 스스로 만들도록 하고 있습니다."
1621,"RT @hudadadak: 한 캐나다밴드가 미국 유나이티드항공사로 이동중 항공사의 잘못으로 3,500불짜리 기타목이 부러짐.9개월간 항의했으나 소득이 없자.이 내용으로 노래를 만들어 유투브에 공개.  (cont) http://deck.ly/~M4hyk"
1622,전세계 항공사/공항의 IATA 및 ICAO 코드 http://www.airlineupdate.com/content_public/codes/codes.htm
1623,"해남항공, 중국항공사 중 최초 5스타 항공사 합류. 5스타항공사는 항공관련 조사기관 스카이트랙스가 매년 선정하는 것으로, 아시아나항공/말레이시아항공/카타르항공/싱가포르항공/캐세이패시픽항공/킹피셔항공/해남항공 7곳."
1624,"[항공상식] 국내선- 국제선, 항공사 간 연결 시, 각 공항에 따라 연결편 탑승이 가능한 최소 연결 시간을 설정해 항공편 예약 시 준수하도록 하고 있답니다. 참고하세요^^ http://bit.ly/fJDIhy"
1625,"에어부산 등 저비용 항공사 노선 점유율 ""놀랍네"" http://j.mp/fvaIyD #부산일보_"
1626,"'월간현대경영'의 국내 기업 CEO 대상 설문에서 CEO 158명 중 79%인 125명이 출장길 선호 항공사로 꼽아주셨는데요. 편안한 출장, 여행되도록 보다 노력하는 대한항공 되겠습니다!^_^ http://bit.ly/hdwGuX"
1627,RT @taehee_lee: 네델란드 항공사 KLM의 co-creation system에 대한 훌륭한 프레젠테이션 http://bit.ly/fNaVqc
1628,항공기 이착륙시 전자 간섭 현상을 방지하기 위해 휴대전화나 디지털 기기를 꺼달라는 항공사의 안내멘트는 일종의 거짓부렁이라고 합니다. http://gizmo.do/hhJMnV
1629,"미국 7개 항공사가 무료로 기내에서 페이스북 접속을 제공. 프로모션으로 비싼 인터넷 접속 대신 페이스북 접속을 무료로 제공하는데,델타,에어트랜스,어메리칸,버진 아틀란틱,알라스카 US Airways,유니아티드 등 http://usat.ly/gd8u2q"
1630,전세계의 항공사와 취항지들이 궁금하다면? 바로 이 프로그램을 사용해보세요. 에어라인 루트 매퍼 - http://bit.ly/fX4sEk
1631,"국내 저가 항공사 2010 매출 순위 : 1위 제주항공(1,575억원), 2위 에어부산(1,207억원), 3위 진에어(1,160억원), 4위 이스타항공(1,105억원), 5위 티웨이항공(1천억 미만)."
1632,[취업뉴스] 항공사 승무원 면접 이미지는 연출 TIP! 철저한 자기 분석이 포인트! http://goo.gl/Bf8Cd  #incruit
1633,"[Management Science 2.0] 경영학콘서트 저자 장영재(@youngjaejang)님의 경영과학 -> 항공사 초과예약분을 계산하기 위해 ""정적 초과예약 용량 제한"" 수학모델 사용 http://bit.ly/hK55iX #dongabiz"
1634," S항공사 기내방송 ""이 비행기의 날개 위에서는 마음껏 흡연을 즐기실 수 있습니다. 날개 위에서는 흡연자 여러분을 위해 특별히 마련된 영화가 절찬리에 상영중입니다. 영화제목은 바람과 함께 사라지다!"""
1635,[취업뉴스] 항공사 채용 사상 최대! 객실 승무원 채용 올해도 활발하게 진행될 것..  http://goo.gl/BzZzb 승무원 준비하시는 분들께 희소식이네요^^ #incruit
1636,"[YTN 뉴스] 미국,  '보온병'  이용한 폭탄테러 가능성 경고http://j.mp/gPMWXD 알 카에다가 보온병을 이용한 폭탄테러를 감행할 수 있다는 첩보를 입수했다고 미국 정부가 항공사들에 경고했습니다."
1637,허브켈러 같은 감성리더십의 필요RT @Giraseong: 사우스웨스트 항공사의 성공뒤에는..비용절감에 대한 CEO의 끈질긴 노력과 <가장 저렴한 항공사>라는 이 단순하고 간결한 메시지의 위력이 전직원을 하나의 동심원으로 모아내는 역할을 했습니다.
1638,[이벤트예고] 축구국가대표 공식 후원 항공사 아시아나가 대표팀의 51년만의 아시안컵 우승을 기원하며 아시안컵 기간동안 다양한 이벤트를 진행합니다. 그 1탄으로 금일 오후에 퀴즈이벤트 진행되오니 많이 참여해주세요~ ^DJ
1639,"담고있는 정보가 언급된 기업이 수천억 쓰고도 구하기 힘든 정보.  @n0lb00: 페이스북이 뛰어넘고 있는 10개의 기업들 http://j.mp/gy2tRs 스타벅스, 항공사, NYT, 타겟, 델, 비아콤, MTV, 보잉, 넷플릭스, 노키아 등  "
1640,[항공상식] NON-ENDS (Non-Endorsable): 특정기간에 할인 항공권이 발급될 때 다음과 같은 제한사항을 항공권에서 찾아볼 수 있습니다. 발권했던 항공사편을 탑승하지 못할 경우 항공사를 바꾸는 것을... http://dw.am/LJc77
1641,"버진 항공사 경영원칙
1. 큰 놈을 상대로 겨루어라-일등을 벤치마킹
2. 끝없이 흥정하라-모든 것은 협상 가능
3. 양떼를 인도하지 말고 고양이떼를 인도하라-이왕이면 어려운 일에 도전
4. 날아가는 총알보다 더 빨리 움직여라-기동성 확보"
1642,"참고로 일단 심사를 받고 공항 출국장에 진입하게 되었는데 불가피하게 다시 밖에 나갔다 와야 할때는, 수속한 해당 항공사 직원과 동반하여 나갔다가 올 수 있으며, 나가서 들어올 때까지 해당항공사 직원과 함께 이동 해야합니다."
1643,"""우리는 다른 사람의 말을 잘 들어주고, 다른 사람을 생각하고, 미소를 잘 짓고, 감사합니다라는 말을 할 줄 아는 다정한 사람을 찾습니다."" - 콜린 바레트 / 사우스웨스트 항공사 부사장 ;'미소 짓지 않으려거든 가게 문을 열지 말라."
1644,"항공사들의 마일리지에 관한 UX는 천편일률적인 표 방식보다, 현재 내 마일리지로 가능한 국가를 지도에 색 구분해준다든가, 회색 비행경로위에 마일리지 거리만큼을 붉은색으로 채워나가는 식으로 도식화하면 좋겠다는 생각이 든다."
1645,"사람들을 기분좋게 해주는 마케팅은 보는 이마저 기분좋게 해준다는. 링크영상 꼭 보시길! http://bit.ly/iehfRs 폭스바겐, 스페인항공사 Spanair의 크리스마스 마케팅 via @CHAEcopy"
1646,"  보온병 이용한 항공기테러 주의보: 미국 국토안보부, 항공사들에 대해 보온병 같은 단열 처리된 음료수 용기를 이용한 테러 가능성이 있다며 주의 당부 http://bit.ly/gZRkzL"
1647,지금 일부에서 인천공항의 모든 항공기 이착륙이 중지되었다는 글이 올라오고 있는데 항공사에 확인해 보니 사실 무근이라고 합니다. 일부 항공기가 지연되고 있긴 하지만 모두가 평소처럼 운행되고 있다고 하니 참고하시기 바랍니다.
1648,[미디컴 뉴스브리프] 12월 세번째 소식! 멜론뮤직어워드 결과와 캐세이패시픽 항공사 유니폼 교체 등 한주간의 알짜배기 뉴스를 모았습니다! http://j.mp/fSkgB7
1649,"[SERI 지식 ] 미국에서 근로자가 뽑은 가장 일하기 좋은 회사 15.. 페이스북, 사우스웨스트 항공사, 베인앤드컴퍼니, 제너널밀스, 에델만, 보스톤컨설팅, 쌔스 인스티튜트..Huffingtonpost 기사>http://huff.to/i96vLi"
1650,제주 하늘 시커멓게 덮은 까치 10만마리...대체 뭔일이 http://durl.me/45ahr // '모 항공사와 스포츠신문이 기념행사' 대체 어디서 이런 무모한 짓을 해서 섬의 생태계를 파괴한 거야?
1651,"미국 항공사를 민망하게 만드는 9개의 대단한 외국 항공사들이라는 기사. 6,7위에 대한항공,아시아나가 랭크. 변함없이 싱가폴 항공이 1위. 미국 비행기 타보시면,얼마나 멋진 서비스의 국내 항공사들인지 느끼실겁니다 http://read.bi/fI8Vu9"
1652,항공사가 파업하면 고속철도를 탈것이고 철도노조가 파업하면 고속버스를 탈것이며 고속버스가 파업하면 일반버스를 탈것이요 일반버스가 파업하면 장거리시외버스를 탈것이며 시내버스가 파업하면 지하철을 탈것이요 지하철이 파업... http://dw.am/LH27U
1653,"[호주항공특가]호주로 가는 항공권 구하기, 하늘의 별따기죠! 호주정부관광청에서 8개 항공사와 연계하여 준비한 특별항공가를 알려드립니다! http://j.mp/f0YhH2"
1654,해당 항공사 수하물 데스크(lost and found)  찾아가셔서 데미지 리포트라는 문서 작성하고 담당자 확인 서명 받으세요. 항공사 책임으로 짐에 손상이 생겼다는 보고서입니다. 이걸 작성해서 나중에 항공사에 ... http://dw.am/LGENr
1655,"RT @richard_sy: RT @mojito0 RT @hyunwook: [SNS] Air Asia의 소셜미디어도입 및활용,성공사례. 국내 저가항공사 및 메이저 항공사들이 참고해볼만한 SNS활용사례 http://tinyurl.com/3xg8gmz"
1656,멕시코  승무원들  섹시달력  모델은 왜 http://j.mp/hED1Za 한동안 멕시코 최대 민영항공사로 군림했던 '멕시카나 항공'의 여승무원들이 내년도 달력의 모델로 데뷔했습니다.
1657,깜짝이벤트가 종료되었습니다~!! 스타얼라이언스는 28개 항공사로 구성되어 있는 세계 최대 항공동맹체이며 181개국 1172개 도시로 운항하고 있습니다. 응모해주신 모든 분들께 감사드리며 당첨자는 잠시 후 공개하겠습니다~ 두구두구두구~~ ^DJ
1658,"팸투어 = Fam Tour = Familiarization Tour: 항공사나 여행업체, 공공기관 등에서 자사 관광 상품이나 특정 관광지를 홍보하기 위해 여행사나 관련업자, 유관인사를 초청해 사전답사여행하는 것을 말한다."
1659,[깜짝이벤트] 아시아나항공이 속해있는 세계 최대 항공동맹체인 스타얼라이언스 회원항공사중 3곳을 보내주세요~(아시아나는 제외!) 4시까지 추첨을 통하여 Must Have Item 아시아나 스마트폰 케이스와 탁상달력을 각 10분께 드립니다~!!
1660,"[항공정보] 대한항공이 주도하는 항공동맹체 스카이팀에 가루다인도네시아항공(@IndonesiaGaruda) 합류! 11월23일 가입 의향서 서명식, 정식 합류하면 스카이팀 회원사는 16개 항공사로 늘어납니다."
1661,[무한RT!!] 골프여행 전문 은하항공사 만팔뤄 성공기원 이벤트 입니다. 이글을 RT하시거나 @egolftour 을 팔로윙해주세요 :) 목요일 추첨을 통해 피자한판 드려요 :) http://goo.gl/eaEWO
1662, 유럽항공특가  <<2011년 1월 이후 출발 에티하드항공(EY) 85만원+TAX>> 다소 생소하실지 모르나 '세계 최고의 항공사'를 포함한 6개부문 수상과 함께 중동지역 '월드 트래블 어워드'를 수상하기도 한 저력있는 항공사입니다  
1663,와우 세계최고의 서비스 항공사가 싱가포르항공이였군요 멋져요 RT @YourSingapore_: (cont) http://tl.gd/6tjnr2
1664,비행기가 뜨고 내리고 지나갈 때 당연히 관제료를 비롯한 제반비용이 드는게 사실인데... 다른 비행기도 뜨고내린다 하여 제반비용 중 일부를 다 못내겠다라고 하는 개념없는 항공사는 없습니다.
1665,"맞습니다.^^ 항공사 코드를 C/S(Call Sign)이라 하고, 참고로 ICAO에서는 C/S를 3자리로 사용합니다. 예) JNA(Jin Air), KAL(Korean Air) RT@KoreanAir_Seoul :[항공상식] IATA항공사코드란?^^"
1666," 항공특가  왕실에서 운영하던 항공사로 세계에서 몇 되지않는 5성급 항공사인 '카타르항공'에서 특가를 출시했습니다. <12월10일까지 유럽지역 화,수,목 출발 특가 85만원+TAX> 많은 문의 부탁드립니다. 감사합니다 (^^)"
1667,"현재 말레이시아 저가 항공사 Air Asia에서 프리티켓 프로모션 진행중, 말레이시아와 주변국 여행계획있으신 분들은 이용하시면 좋을듯 합니다,"
1668,트위터 여러분 도와주세요! 델타항공 합병전 노스웨스트 항공의 '하태우' 한국지사장 연락처를 찾고 있습니다. 항공사도 모르네요-_- 재능있는 분이라 그 분 삶을 다루려고 합니다. 무한RT로 찾아주시길 부탁^^*
1669,"주인은 화물칸에? RT @choiljoo: 세계유일의 애완동물 전용항공사, 펫에어웨이즈. 2009년 4월 취항. 미국내 9개 도시 취항. 대당 애완동물용 좌석(?)은 40개. 향후 4년간 매년 50% 매출액 신장 예측."
1670,"RT @kecologist: ""은행 경영자는 창구에 줄을 서지 않고, 항공사 임원은 이코노미 클래스를 타지 않으며, 자동차 회사 경영자는 직접 운전을 하지 않는 것이 문제다.""  마케팅 석학 장 클로드 라레슈 교... http://dw.am/LChm4"
1671,"""직원들이야말로 우리의 경쟁력임을 인정하며, 우리는 직원들을 승리자로 준비시키는데 필요한 자원과 서비스를 전달하고, 회사의 성장과 수익을 도모하는 동시에, 사우스웨스트 항공사의 가치관과 특별한 문화를 보전한다."" 허브 켈러허 전회장"
1672,"미 주요항공사들이 그동안 구조조정, 임금동결, 짐수수료부과등의 조치로 07년 이래 처음으로 큰 흑자내자, 노조에선 자신들의 희생 보상해줄 때라며 움직임. 전통적인 피케팅도 역시 좋은 홍보수단   http://yfrog.com/4jmetvj"
1673,"완전동감 http://j.mp/bPQoH2 영국 항공사 회장,  미국요구에 따른 강도높은 공항검색 합리적조정 주장. 특히 랩톱 가방에서 꺼내 따로 검색대통과시키고 신발을 벗도록 하는 것에 집중문제제기."
1674,"새로나온 좀 특이한 JetBlue광고 http://goo.gl/gKjK 미국항공사들이 체크인수화물에 무조건 25$을 부과하는 것을 비꼰 광고. 미국항공사들은 사우스웨스트, 젯블루를 제외하고는 모두 단 한개라도 추가요금."
1675,은행경영자는 창구에 줄을서지않고 항공사임원은 이코노미클래스를 타지않으며 자동차회사 경영자는 직접 운전을 하지 않는것이 문제다- 장 클로드 라레슈
1676,"비행기 자주 타는 분들, 참고하시길! 항공사 마일리지 분석 #01 - 대한항공 마일리지 프로그램 ""스카이패스(Skypass)"" - 스카이팀 
http://bit.ly/dj3l8D"
1677,"한국 뉴스를 언플이라고 불신하는 분들이 칠레 광부구조 뉴스에 감동받고 있는 모습은 영 어색하다. 피녜라 대통령은 우파 경제학교수 출신에 최근까지 언론사 사주, 항공사와 프로축구팀 대주주여서 언플 감각+능력이 출중한데. http://goo.gl/T7Jf"
1678,"[한국경제] 싱가포르항공, 기내서도 스마트폰  한다.. 내년 상반기 무선 인터넷 허용 외국항공사 서비스 잇단 도입...  http://j.mp/8ZX2q4"
1679,"<브랜슨> 남들은 비웃었지만 우리는 단순한 항공사를 만든 것이 아님. 가격대비 가치, 좋은 서비스, 세심함에 초점을 맞춤. 여기에 엔터테인먼트 요소 가미. 타 항공사들은 신경도 안썼던 상황."
1680,<세지포> 리처드 브랜슨 : 버진 아메리카 항공을 최상의 항공사를 만들기 위해 우리는 소비자들이 무엇을 원하는지 사전에 고민고민하고 있습니다. 좌석에서 언제든지 음식을 주문할 수 있고 좌석 간 채팅도 서비스 중입니다. #wkf2010
1681,"<세지포> 리처드 브랜슨 : 가격대비 가치, 좋은 서비스, 세심함에 촛점을 맞췄습니다. 거기에 더해 엔터테인먼트를 가미했습니다. 당시 항공사들은 신경을 쓰지도 않았죠.. 두번째 동영상이 나오고 있습니다. #wkf2010"
