,title,content
1638,공항 및 항공사들의 원격 수하물 체크인 도입 현황과 미래,"공항과 항공사들은 이와 같은 방식의 원격 수하물 체크인 서비스를 시도하고 있다. 수하물 처리 개선 과제 최근 수년 동안 글로벌... 이로 인한 공항과 항공사들의 비용 손실도 상당하다. 승객 1,000명 당 수하물 분실 또는 손상 피해 발생건수는 2007년 이후 약 69.7% 감소하긴..."
1639,항공사 마일리지,해외 여행을 준비하면 비행기를 제일 먼저 신경쓰게 되는데요 항공사마일리지를 제대로 관리 해 두면 나중에 가까운 나라를 공짜로 갈 수 도 있고... 저가항공도 역시 마일리지제도가 있으니 놓치지말고 꼼꼼히 챙겨서 더 즐겁고 알뜰한 여행을 해 보아요~~ 대한항공이지만 제휴 항공사에 따라...
1640,각 항공사마다 원하는 항공정비사 자격증이 따로 있다?,"각 항공사마다 원하는 항공정비사 자격증이 따로 있다? 오늘은 항공정비사 자격증에 대해서 다시 한번 언급해보려 합니다. 최근에 많은 항공사에서 크고 작은 일들로 이슈가 많이 되고 있는데요. 특히 메이저 항공사인 '대한항공 / 아시아나항공' 언급이 많이 되고 있죠. 갑질 논란, 기내식 논란..."
1641,항공사의 운항인턴과 면장운항인턴,"항공사의 운항인턴과 면장운항인턴 항공사 중에 운항인턴이라는 선발제도가 있는 한 항공사가 있는데, 그런데 작년에도 그랬지만 올해 역시 채용공고가 아직 없다. 많은 청소년들이나 취업준비생들이 갈망했던 항공사의 운항인턴 선발제도가 앞으로 녹녹치 않아 보인다. 이런 이유는 몇 가지를 들..."
1642,대한항공등 항공사 승무원 서류전형에서 사진의 비중은?,대한항공등 항공사 승무원 서류전형에서 사진의 비중은? 제가 몇달 전 포스팅 했던 걸로 기억이 납니다 .그런데 제 블로그에 댓글로 질문하시는... 그런데 아직까지 아시아나 항공을 제외하곤 대부분의 항공사는 사진을 서류에서 내기 때문에 사진에 대해서 굉장히 민감하게 반응하는 분들이 많이...
1643,(항공사채용)대한민국 대표항공사 본사 인턴모집,  채용기업: 대한민국 대표항공사 본사   지 역: LA   채용부서:Passenger reservation intern   채용인원:3   적용비자: J-1 VISA... 대표하는 항공사들은 여러분들을 기다려주지 않고 바로 채용 정보 나오고 데드라인도 짧아요. 그렇기 때문에 채용 정보가...
1644,제주항공(Jeju Air) 창립8년만에 글로벌 항공사로 우뚝,기존항공사의 독과점 체제를 무너뜨리며  소비자 선택권 을 확대했다는 평가를 받으며 시장에 안착했다. 최근에는 초저가를 무기로 해외 LCC의 국내시장 진입이 잇따르고 있는 상황에서 이들과 경쟁하며 우리나라 항공산업의 근간을 지켜낼 수 있는 유일한 대안이라는 측면에서...
1645,"이런생각_누구나하겠지_항공사사용시,비닐과태료 씌우기.. ","   일하는곳에 진짜 마늠 마트나편의점에서 비닐 사용못하게 한다지만 판매점에는 50%가 비닐을 그대로 사용중. 그래서 과태료에대한 정책을 바꾸면 안될까?생각함. 꼭 비행기,배 사용만이 아니라 버스터미널까지 추가해서 현재 소지하고있는(몸에 1회용제품~비닐까지) 1인 기준 착용할수있는..."
1646,[ 에어아시아엑스 합격후기 5탄 ] 외항사준비 한달만에 가장 원하는 항공사를...,"^^ 처음 수업을 듣기전 저는 국내 항공사를 준비하던 승무원 준비생이었습니다. 외국 경험도 전무했고, 어학실력 또한 부족함 투성이었습니다. 국내 항공사를 계속 준비해오다 외국 항공사를 준비하려했던때 저는 이미 27살이었습니다. 영어로 말하는 답변은 하나도 준비가 되어있지 않은..."
1647,후쿠오카 공항 하카타역 오가기 : 후쿠오카 공항 라운지 & 항공사 국제선 탑승수속마감시간,"(물론, 다른 항공사 출발 2시간 전과 맞물리면 엄청나겠지?) 라운지 도착. 으응? 운영 시간에서 벗어났네. 보딩 시간이 11시 20분이라서, 한 20분 더... 그냥 직접 해당 항공사나 공항에 묻는 게 제일 빠르고 정확해. 그리고, 우리가 쓰는 항공사 어플/홈페이지 있지? 거기에도 많은 정보가 이미 다..."
1648,국내 항공사 기내 판매 결제용 PDA 와 프로그램,국내 항공사 저렴한 항공권 구하기는 하늘의 별 따기이지만 외국 항공사보다는 친절하고 편안한 여행을 즐길 수 있다는 장점이 있지요! 비행기를 타보신 분들이라면 한 번쯤은 기내에서 상품을 구매해 보시지 않으셨나요? 다른 손님들이 기내에서 상품을 구매하는 것을 보면 나도 화장품을...
1649,[항공사 지상직]채용시 예약/발권 교육 필수 스펙일까?,"항공사 지상직 준비하는 친구들 중에 예약 시스템 예약 교육을 받을까 말까 고민하는 친구들 많죠. 저도 항공사 취업 전 갈릴레오에서 하는 3일짜리 기초예약 발권을 받았었고, 업무하면서는 주말 과정으로 토파스에서 고급 발권 과정을 수료했어요. 출처: www.topasweb.com 그럼 이 교육이..."
1650,안녕하세요 항공전문학교 항공사지상직 아이콘 항공경영과 18학번 토익 소모임...,안녕하세요~ 항공전문학교 항공사지상직 아이콘 항공경영과 18학번 토익 소모임 3조입니다!! 저희는 오늘 여느때와 다름없이 조장의 문법 설명으로 소모임을 시작했습니다 토익 기초 수업때도 배운 부정 대명사를 살펴봤는데요 some 이나 any 뒤에 뭐가 오는지에 따라 해석이 바껴서 헷갈리는 부분이...
1651,저비용 항공사 9월,#에어부산 #진에어 #이스타항공 #제주항공 #티웨이항공 #에어아시아 #홍콩익스프레스 #저비용항공사 #LowCostCarrier #LCC항공사 진에어 에어부산 티웨이항공 이스타항공 제주항공 에어아시아 홍콩익스프레스 에어서울 에어포항 #에어서울 #에어포항
1652,우리나라에 진출한 해외 저가항공사,우리나라의 저가항공사들이 그 규모나 서비스 면에서 굉장히 발전하고 있는 것은 설명 안해도 아실것 같은대요~ 우리나라의 저가항공사들 뿐 아니라 해외의 저가 항공사들도 우리나라에 진출하여 활발히 취항을 하고 있답니다. 외국 저가 항공사들은 주로 인천국제공항에서 취항을...
1653,독일군 항공사 로고,"메셔슈미트  로고 2차대전 당시 가장 거대했던 항공사이다. 최초의 실용제트전투기 ME262와 로켓전투기 ME163등 새로운 여러가지 전투기들을 많이... 하인켈  로고 이리저리 차이며 그다지 인정은 못받은 비운의 항공사이지만, 세계최초의 제트전투기를 만들정도로 우수한 항공사였다. 지금은..."
1654,[부산블루여행사]유럽내 항공사와 기내식,"그래서 제가 좋아하는(비행기타기, 새호텔찾기) 그나마 재미있어하는 유럽내 항공사와 기내좌석, 기내식들의 사진을 올립니다.... 터키항공은 최근 프리미엄 항공사를 표방하고 있어 모든 기종, 서비스 등을 한단계 도약하고 있는 중 입니다. 유럽내구간 중 가장 긴 3시간 50분의 비행시간이..."
1655,[울산-제주 최저 2만 원대.. 항공사 요금 경쟁 본격화?],"항공사 요금 경쟁 본격화? (앵커멘트) 제주항공과 에어부산의 울산공항 취항을 앞두고 항공사 간 요금 경쟁도 본격화할 전망입니다. 울산~제주 노선의 경우 주말 기준으로 현재보다 만 5천 원 이상 저렴해지고, 주 중에는 2만 원대 초반의 항공권도 찾을 수 있습니다. 이정환 기자가 보도합니다...."
1656,항공사 승무원자소서 이렇게 작성하면 불합격,아직 최종합격자 발표가 마무리 되지 않고 진행중인 항공사가 많습니다. 현재 면접 진행중이신 분들 마지막까지 힘내시고 좋은결과 꼭 이루시길... 오늘은 특정항공사 채용과 함께 정해진 자소서 항목에 맞는 작성요령에 대해 말하려는것이 아닙니다. 항공사에서 승무원을 채용할때 원하는...
1657,여객기 1대 밖에 없는 항공사가 세계 3위?,"보유 여객기가 단 1기밖에 없는 영국의 작은 항공사 Palmair European이 수많은 항공사중에서 세계 베스트 3에 뽑혔다. 상품이나 서비스를 비교해 공정한 정보를 제공하는 영 소비자단체 Which가 각 항공사에 대해 ""종합적으로 가장 쾌적했다"" ""금액에 알맞는 가치가 있었다""는 관점에서..."
1658,"항공사 뉴스 정리 2편 - 대한항공 기사, 아시아나 기사","오늘의 포스팅은 지난번에 말한대로 항공사별 기사정리입니다. 이번주도 다뤄야 할 소식들이 많이 있네요. 때에따라 일주일에 한번, 이주일에... 이번주는 저번주와 다르게 항공사 각각의 소식이기 보다는 공통적인 소식이 주를 이룹니다. 사회현상이나 환경변화에 따라 크게 변화하는..."
1659,"올해의 항공사에 카타르항공, LCC는 에어아시아 Skytrax",항공서비스 분야 리서치 & 컨설팅회사 스카이트랙스(Skytrax)가 발표한 2015년도 항공사 순위에서 중동의 카타르 항공(QR/Qatar Airways)이... 저가항공사(LCC) 부문에서는 말레이시아의 에어아시아가 7년 연속 1위에 올랐다. 지난해 말 인도네시아 바다에서 추락사고를 일으킨...
1660,항공사 마일리지 쌓는 팁,그래서 오늘은 항공사 마일리지 쌓아 알뜰한 여행을 할 수 있는 팁을 소개해 드리겠습니다. Tip 1. 마일리지를 합치자 가족끼리 마일리지 합산이... 주민등록등본 또는 가족관계증명서를 준비해 항공사 홈페이지에 신청하면 됩니다. Tip 2. 카드적립 놓치지 말자 체크카드 중에 항공사 마일리지를...
1661,"[Info] 유럽, 스페인 저가항공사 부엘링 Vueling, 수화물 정보","[Info] 유럽, 스페인 저가항공사 부엘링 Vueling, 수화물 정보 이번 이탈리아 여행 초반에 나를 가장 미치게 만들었던 항공사 부엘링. 기내수화물만 무료이고 (위탁 수화물은 무조건 추가요금) 그것도 딱 1개, 무게는 10KG이라는 개똥만한 제한을..."
1662,아시아나지상직채용 특강후기- 항공사지상직승무원이 되는 법 제대로 알기!!,항공사지상직 특강이 있었어요 금호아시아나 공채로 입사하셨던아리따운 강사님께서진행해주셨답니다!!^^ 강의 시작 전미리 오셔서 준비하신 자료를점검하시는 강사님~정말 아름다운 외모의 소유자이신데보여드릴 수없는 것이안타깝습니다    준비하시는 분들에게 큰 도움이 될 항공사...
1663,[항공마일리지 적립방법] 스타얼라이언스 항공사(아시아나) & 스카이팀 항공사...,"[항공마일리지 적립방법] 스타얼라이언스 항공사(아시아나) & 스카이팀 항공사(대한항공) 정리 저가 항공사가 대세인 요즘, 무조건 최저가 티켓만 고집하고 계신가요? 잘 이용만 한다면 저렴한 항공권 예매와 동시에 마일리지까지 적립할 수 있다는 사실! 여기서, 항공사마일리지..."
1664,(외항사) 2019년 카타르항공사 부산 오픈데이 인비 받은 후기!,#2019년카타르항공사채용 #2019년부산오픈데이인비 #카타르항공사부산오픈데이인비테이션 #카타르항공사승무원 #카타르항공사오픈데이초대장 #카타르항공사승무원채용 #외항상승무원채용 나의 지인 중 한분이 내가 카타르 항공사 출신인 줄 알고 나에게 2019년 부산오픈데이에 대해서 질문을...
1665,어떤항공사가 SNS를 잘 이용했을까?,Dachis Group라는 곳에서 각 항공사가 소셜미디어(SNS)를 얼마나 잘 이용하는지 계량화하여 순위를 매겼는데요 여러 가지 기준을 가지고 평가를... 그리고 미국 항공사 위주의 결과물이기도 하고요. 영어라는 매체 때문에 이런 결과가 나올 수밖에 없죠.(그렇다고 우리나라 항공사들이...
1666,외국항공사 CV 드롭의 그 미스테리....,"가장 인기있는 질문 중 일부였던 ""왜 승무원이 되기를 원하는고 ?"", ""왜 우리 항공사를 위해 일하기를 원하는고?""또는 ""현재 무엇을하고 있는가?... 등장했듯 이제 항공사 오픈데이에서도 수준급의 준비생들을 거르기 위한여러 방도/장치가 등장한거라고 생각하면 된다. 앞으로 이는 gradually..."
1667,미국 저비용항공사(LCC)의 앞날은?,"현재, 전 세계 항공여객의 25%를 저비용항공사(LCC)가 점하고 있는 가운데 앞으로 45%까지 늘어날 것으로 항공업계에서 보고 있다. 그러나... 미국 LCC의 창시자 겸 선두주자인 사우스웨스트항공(WN)이 지난 9월, 같은 LCC항공사인 에어트랜항공(AirTran Airways:FL)을 14억달러(약1조7천억원)에..."
1668,베트남 저가 항공사 : 하노이행 비엣젯항공 탑승 후기,"이번에 하노이를 가면서 베트남 저가 항공사인 비엣젯 항공을 처음 탑승해보았네요. 우선 비엣젯에 대해 말씀드리자면, 아직 오래되지... (12월 12일 부터 인천 - 하이퐁 노선 취항) 체크인을 하기 위해서 비엣젯항공사 K 카운터로 갑니다. 1-18번인줄 알고 헤맸더니.. 여기 아니고 그 다음..   ..."
1669,[꿀TIP 국내항공사채용8편] 이스타항공 채용정보,항공여행의 대중화를 창조하고 사회 공익에 기여하는 글로벌 국민 항공사 안녕하세요 ^0^ 날씨가 완전히 영하권으로 들어섰어요 따뜻해질 기미는 보이지도 않고.. 그냥 밖에 안 나가는 게 최고인 것 같아요   벌써 국내 항공사 채용정보의 마지막 편이에요. 오늘 소개해드릴 항공사는 이스타...
1670,[꿀TIP 국내항공사채용7편] 티웨이항공 채용정보,(놀겠다는 의지..랄까..) 자~ 이제 본론으로 들어가서~ 오늘 소개드릴 항공사의 채용정보는 '티웨이항공' 입니다. 티웨이항공의 의미를 알고... 티웨이는 다른 항공사들과는 다르게 경영면에 있어서 어려움을 겪은 적이 있어요. 그래서 티웨이는 충성심과 성실성이 바탕이 되는 인재를 찾고...
1671,"중장거리 항공사 '프레미아항공', 7월쯤 운항면허 신청",한국 항공업계의 공급 부족으로 외국 항공사들이 빠르게 잠식하고 있는 국내 항공시장의 중장거리 노선을 담당할 전문 항공사가 본격 설립을 추진합니다. 프레미아항공(대표 김종철)은 2019년 말 본격 운항을 목표로 현재 설립 준비를 마치고 빠르면 정부의 항공운송 관련 입법예고안이 확정되는...
1672,수하물 추가 요금 아끼려고 항공사 직원 뺨 때린 40대녀 입건,이미지 자료사진 - SBS 뉴스 캡처 (사건과 무관)  뉴스라이트 = 김정민 기자  인천국제공항에서 항공사 직원과 말다툼을 벌이다 뺨을 때린 40대 여성이 입건되며 또 한 번 고객의 '갑질'이 논란의 대상이 되고 있다. 지난 14일 경찰에 따르면 승객 A 씨가 인천공항에서 20대 항공사 직원과...
1673,몸으로 체험한 중국항공사 이용해 치앙마이에서 인천(서울) 들어가기,"중국 항공사들 악명이 자자해서 떠나기 전부터 쫄보 모드였습니다;; 어마 무시한 경유시간 but 중국항공사들은 노멀한 경유시간;; 동방항공은 곤명(쿤밍)과 상하이(푸동)을 허브로 사용하는지 두 도시를 경유해 제 3국으로 출국할 경우 72시간 무비자 혜택과 호텔을 제공합니다. 다만, 출발일 기준..."
1674,[항공사 비교] #3 에바항공 vs 중화항공,오늘은 대만의항공사 에바항공과 중화항공을 비교하여 보겠습니다 차례 1. 라운지 (타오위안국제공항) 2. 서울 인천행 기내식 3. 중거리 장거리 기내식 4. 보유 기재 라운지 1. 중화항공 (China Airlines) http://lux-traveller.com/2015/china-airlines-taiwan-lounge.htm...
1675,"2019년 4월 5일 일기, 조별 프로젝트 티웨이 항공사 인터뷰","티웨이항공 인터뷰 지난 4월 5일 금요일, 관광사업론 조별 프로젝트를 위해 김해국제공항을 방문하여 티웨이 항공사 김OO 담당자님을 만나뵈었다 지난 주는 조별 발표 3개에 시험까지 있었던 터라, 정말 피곤한 한 주였다 하지만 금요일 마지막 일정인, 티웨이 항공사 직원 인터뷰를 생각하면서..."
1676,[유럽여행준비] 유럽여행 저가항공사 예약하기,"/ 유럽여행 저가항공사 예약하기 작년에 파리를 다녀왔던지라 주 목적지였던 이탈리아. 근데 런던은 왠지 파리랑 이탈리아까지 다녀오면 갈... 검색을 하면 최저가의 항공사의 항공편들이 검색이 된다. 물론, 최저가가 아닌 항공사도 있었다. 난 런던에서 로마로 가는 걸 검색했었고..."
1677,[필리핀 여행] 에어아시아 항공사의 필리핀 고객센터 방문하기,"에어아시아 항공사에서 운영하는 필리핀 고객센터로 방문해보기로 결정하고 대체 필리핀에는 에어아시아의 고객센터가... 바로 옆에 2GO 사무실도 있고, 이쪽에 이런 항공사나 여행사 사무실이 모여있다. 내부는 작은 사무실인데 두 명의 직원이..."
1678,"외항사 종류 & 자격조건 알아보기! / 중동항공사, 아시아 항공사, 유럽항공사","저는 오늘 외항사에 대한 글을 쓰려고 해요 대한항공, 아시아나항공 등 국내 항공사를 희망하는 분들 많지만 외국 항공사에 관심있는 분들도 정말 많아요! 외항사의 장점을 꼽자면 외국에서 거주할수 있는 기회와 비교적 자유로운 분위기, 높은 연봉과 복지를 꼽을 수 있습니다. 이미 외항사를..."
1679,[버진 애틀래틱 항공] 고객 만족을 목표로 설립된 항공사,"그는 항공편을 이용한 여행을 자주 다녔는데, 그럴 때마다 항공사의 무성의한 고객 서비스에 실망했던 적이 한두 번이 아니었다. 대다수의 항공사들이 고객 서비스에 신경을 쓰기 보다는 비용 절감과 같은 노력을 통해 항공사의 이익을 높이는 것을 더 중시하였기 때문이다. 그러던 중 그는 항공기의..."
1680,제주항공 대한항공 실무면접-항공사 승무원 실무면접-최고의 서비스란 무엇인가요?,"제주항공 대한항공 실무면접-항공사 실무면접-최고의 서비스란 무엇인가요? 항상 항공사 승무원 면접에서 자주 나오는 단골 질문입니다. 최고의 서비스, 면접관들이 몰라서 물어보는 것은 아니겠죠? 여러분은 최고의 서비스가 무엇이라고 생각하십니까? 서비스의 정의는 뭔가요? 서비스는 결국..."
1681,[JETKIDS] 젯키즈 베드박스 기내 사용 가능한 항공사 안내!,"  스토케 젯키즈 라이드박스 슬리핑 키트 보러가기 기내에서 젯키즈 베드박스로 사용 가능한 항공사 리스트 스토케 젯키즈 베드박스, 여기서는 기내에서 안심하고 사용하세요! 스토케가 사용 가능 여부를 확인한 항공사 리스트입니다. 아래 항공사에서는 안심하고 젯키즈..."
1682,외국항공사 면접준비하시는분 필독,외국 항공사 면접을 준비하시거나 영어 면접 준비하시는분들 안녕하세요 캠브리지인스티튜트입니다. 외국 항공사 입사를 원하시는분들은 앞으로 이어질 포스팅에 주목해주시기를 바랍니다! 외국 항공사영어면접과 아주 비슷한 영어시험공부가 있다는걸 아시나요?? 바로...
1683,저비용항공사(Low Cost Carrier) 에어아시아 (AirAsia) 인천->쿠알라룸푸르...,"저비용항공사(Low Cost Carrier) 에어아시아 (AirAsia) 인천->쿠알라룸푸르 이용후기!! 국적기,외항사로 구분되던 시절에서 2000년초 해외여행이... 동남아시아 LCC 대표 항공사인 에어아시아를 인천에서 싱가포르 가기위해 쿠알라룸푸르까지 처음 이용해 본거를 간략히 적어서 공유해 봅니다...."
1684,말레이시아항공(Malaysia Airlines) - 항공기 보유현황 및 항공사 소개,"말레이시아항공(Malaysia Airlines)은 말레이시아 최대의 항공사로 허브 공항인 쿠알라룸푸르 국제공항과 코타키나바루 국제공항에서 전... 2006년 유가 상승으로 경영이 악화되었으나, 구조조정을 단행한 뒤 건실한 항공사의 입지를 굳혀가고 있다. 자회사로 항공사..."
1685,[항공사채용] 2019 상반기 에어서울 채용 지상직 일반직 5급 ~3/5,"한마디로 4년제 졸업하시고 항공사 본사 대졸공채를 기다리시는 분들은 그룹공채를, 학력제한 없이 항공사 근무를하고 싶으신 분들은 이번 에어서울 5급 직원 채용에 지원을 하시면 되겠습니다. 면접은 단 1차만 진행합니다. 그래서 면접 후 약 2주만에 입사를 하는데요. 굉장히 중요한 인재를 뽑는..."
1686,도심공항터미널 체크인 가능 항공사,"삼성 코엑스 도심공항터미널 체크인 탑승수속 가능한 항공사 (2017.7월 기준) 출근 전에 도심공항터미널 가던 중 이걸 안 알아보고 갔는데, 다행히 내가 탄 항공사는 체크인(탑승수속) 가능한 항공사였음. 혹시 나와 같은 사람 있을까봐..."
1687,미국 저가항공사 젯블루JetBlue 타고 푸에르토 리코Puerto Rico가기,이번에 이용하는 항공사는 젯블루 Jet Blue 로 미국의 저가 항공사 중 하나다. 인턴으로 일하면서 많은 비즈니스 고객들을 만나는데 다양한 항공사들을 이용하지만 젯블루가 간단한 절차라든가 노선이 많아서 많이 이용하는 듯 싶다. 그래도 딱히 메리트가 있고 그런 건 아닌듯 ( 장점을 물어보면...
1688,2015년도 가장 안전한 항공사는 캐세이퍼시픽(CX),"독일의 항공잡지 AERO International Magazine지가 지난 16일, 매년 실시하고 있는 세계 항공사 안전도평가조사 결과를 발표했다. 2015년도 가장 안전한 항공사는 홍콩의 캐세이 퍼시픽(CX/Cathay Pacific Airways)으로, 2위는 에미레이트(EK..."
1689,"겨울 여행, 제주도 1탄- 저가 항공사 제주 항공 이용기","메이저 항공사 즉, 대한항공이나 아시아나는 이미 예약이 완료된 상황!! 바로 전날인데다 크리스마스 시즌까지 겹쳐서 비행기표가 없는 것은 당연지사지요~ 말로만 듣던 저가 항공사를 뒤져보았습니다. 그중 제주항공이 눈에 띄었답니다. 사이트를 뒤져보니 다행히 12월 26일에 떠나는 비행기중..."
1690,항공사 안전성평가 최저 항공사는 대부분 인도네시아 국적사,2016년도 세계에서 안전성에 문제가 많은 항공사는 대부분 인도네시아 국적항공사들이라고 항공사 안전등급평가 사이트 에어라인 레이팅스(http://www.airlineratings.com/)가 발표했다. 세계에서 가장 안전한 항공사가 3년연속 호주의 콴타스 항공(QF)인 것과는...
1691,지병림< 카타르항공:: 2015년 스카이트랙스 올해의 항공사 1위*,오성급항공사라는 걸 다들 아시는 지...^^ 호텔로 치면 특급호텔이란 말씀이죠... 제가 입사하던 2007년 4월에 '오성항공사'로 선정되어 현재 입사 9년차가 된 지금까지 명실공히 그 자격을 유지함은 물론 매년 30프로가 넘는 초고속 성장률을 자랑하는... 자랑스런 우리 회사.. 카타르항공....
1692,샤를드골에서 환승할때 나오는 준 항공(Joon Airlines)은 어떤 항공사일까?,파리 샤를드골공항에서 바르셀로나까지 약 2시간 40분정도 걸리는 구간에 쓰여있는 Joon 항공사. 아래에 보시면 아주 작게 Joon에서 부분운항이라고 쓰여있다. @JOON 프랑스 국적 항공사 에어프랑스의 자회사인 Joon 준 항공사 아무래도 요즘 많은 항공사들이 저가항공사를...
1693,아시아나카운터이전/아시아나인천공항카운터/스카이팀소속 외국항공사제2터미널이전,서쪽 아시아나비지니스 라운지는 내년 상반기에 오픈한다고하니 당분간 제휴항공사 비지니스고객들은 동편 아시아나라운지를이용해야 할... 인천공항 제1터미널 시설 이전 그리고 현재 인천공항 제 1터미널 카운터를 이용하던 대한항공스카이팀소속항공사들도 10월28일부터...
1694,NDC가 뭐길래 항공사와 여행사의 소통창구  NDC ,-항공사는 GDS 거치지 않아 비용절감  여행사는 항공사의 서비스 직접 제공 NDC(New Distribution Capability)는 항공사와 여행사를 직접 연결시켜주는 표준 언어다. 여행사가 NDC를 사용하면 GDS를 통해 항공사의 운임과 가격을 받던 기존 방식의 변화가 생긴다. 여행사가 NDC를 통해...
1695,대한항공 실무면접-다른 항공사도 지원하지 않았나요?,대한항공 실무면접-다른 항공사도 지원하지 않았나요? 이런 질문이 항공사 객실 승무원 실무면접에서 자주 나오죠? 해당 항공사가 메이저 항공사든 저비용 항공사든 자주 나옵니다. 그런데 대부분 대한항공에서 물어보기보단 저비용 항공사 쪽에서 많이 물어보죠. 더 좋고 큰 항공사가 있는데...
1696, 10월 국내항공사 준비 특강 후기 ,"10월 3일 개천절날 국내항공사 준비 특강을 마쳤습니다. 휴일날 열의를 불태워 주신 준비생 분들 감사드립니다! 특강에서 최대한 많은 정보들을 드리려고 노력하고 있습니다. 상황 상, 여건 상 혼자 준비하시는 분들은 어디서부터 어떻게 준비해야 할 지 막막하시기 때문에 큰 방향을 잡고..."
1697,"2017년 , 최고의 항공사 퍼스트 클래스 TOP3",국내 항공사 진짜 이해가 안가는게 촬영 하려면 무조건 안된다고 해요. 허가를 받아야 한다고... 솔까말 기내에 그냥 촬영하는건데 스마트폰 촬영은 되구 카메라 촬영은 안되구      그래서 허가 받을려고 진짜 관련부서 어렵게 전화하잖아요? 그럼 받는분이 알아보겠습니다...
1698,"미 유나이티드 항공사 오버부킹, 동양인 인종차별인가??",최근 미 유나이티드 항공사가 '오버부킹'을 했다가 승객 4명을 끌어내렸습니다. 이유는 무엇일까요?? 미 유나이티드 항공사는 항공 스케줄 때문에 승무원이 탑승해야 했고 4명의 승객을 끌어내린 것입니다. 항공사는 좌석을 포기하는 승객에게 호텔방과 400달러의 보상금을 지급한다고 했으나...
1699,[모두투어 청대점] 세계 5성급 항공사 TOP8!!,세계 최대의 공항과 항공사 서비스 평가 사이트 입니다. 이 곳에서 수여하는 상은 세계적으로 권위가 있어 크나큰 영광을 안게... 5성급 항공사 8곳을 소개하도록 하겠습니다. [ANA 전 일본공수] 그 첫 번째 주인공은 ANA(전일본공수)항공이다. 도쿄 하네다 공항을...
1700,외국항공사 채요정보 3탄,"라비아입니다~ 요즘은 외국항공사 채용정보에 대해 포스팅을 하고 있는데요, 많은 도움이 되셨으면 해요! 오늘은 외국항공사 채용정보 3탄 입니다~!  KLM 세계 최초의 항공사로 1919년 10월 7일 전직 조종사인 네덜란드인 알베르트 프레스만과 일부 은행과, 기업가들이 설립하였습니다...."
1701,[승무원] 외항사와 국내항공사의 분위기 차이,"국내항공사 승무원과 비교 했을 때, 외항사 승무원의 장단점에 대해 알고 싶습니다! 외항사의 경우 선후배 관계나 업무환경이 좀 더 편안하고 자유로운 분위기라고 들었는데 사실인가요? 더불어 멘토님은 왜 국내가 아닌 외국항공사 승무원이 되시기로 결심하게 되셨는지도 궁금합니다:) 멘토님은..."
1702,최저가 항공권 찾기 스카이스캐너 vs 항공사특가,다른 항공사 항공권을 검색하다가 더 저렴한 항공권을 게다가 무료수화물이 포함되어 있는 항공권을 발견했기 때문이죠 스카이스캐너에서 여행자 보험도 가입 가능해요 항공사 사이트에서 직접 항공권 검색 처음엔 스카이 스캐너로 검색을 한 후 선택을 하는게 가장 저렴한 방법인줄...
1703,유럽 노선 항공사 특가 프로모션 주도,"이에 유럽국적 항공사들이 특가 프로모션을 주도하며 얼어붙은 유럽여행시장을 녹이는 중이다. 업계 일각에서는 3,4월 보릿고개 이후 5월 시장을 기점으로 서유럽의 도약을 기대하고 있는 분위기다. 주요 유럽국적 항공사들의 잇따른 프로모션 전략은 시장의 현 상황을 가장 잘..."
1704,'ASIA'가 붙은 항공사들(2)-최근모습,"아마도 대만취항항공사의 대륙취항금지령이 풀린탓인지, KLM asia의 의미는 이제 사라진 듯 하네요. 하지만 요즘도 그모습(asia!!!) 그대로 세계곳곳을 열심히 날고 있습니다. 3. British Asia Airways의 비교적 최근 모습입니다. 이 항공사가 있는것 같지도 않고... Asia라고 달린 비행기..."
1705,"항공사 협회, 통관 절차 전자화 요청",항공사 협회가 통관절차의 전자화를 요청하고 나섰다. 인도네시아 항공사 협회 (INACA)는 통관 시간 단축에 따른 항공 화물 수송량을 늘리기 위한 목적으로 인도네시아 정부에 통관 전자화를 요청했다. 현지 언론에 따르면 인도네시아 항공 화물 수송량은 2014년부터 감소해 2016년 수송량은...
1706,"IAG, 에어베를린(AB) 소유의 오스트리아 레저 항공사 니키 항공(HG)을 인수","레저 항공사 니키 항공(HG/Niki)을 2,000만 유로 (미화 2400만 달러)에 구매할 예정이라는 소식이다. IAG는 부실에 빠진 니키항공을... IAG의 윌리 월시(William Matthew Walsh) CEO는, ""니키는 에어 베를린이 갖고 있는 항공사 중에서 재정적으로 가장 자립이 가능한데다..."
1707,인천공항 저비용항공사 점유율 31%  고공행진 ,"인천공항에서 운항중인 저비용항공사(LCC)의 여객 점유율이 처음으로 30%를 돌파했습니다. 인천국제공항공사는 올 1분기(1월 3월)인천공항 이용객은 1700만 명으로 지난해 같은 기간 1545만 명 보다 10% 증가했다고 18일 밝혔습니다 인천공항 이용객 증가를 이끈 것은 일본과 태국, 베트남 등..."
1708,"중국 "" 럭키에어 "" 는 중국 운남성 쿤밍을 거점으로한 저비용 항공사에요.",중국의 저비용 항공사인 럭키에어 중국 운남성 쿤밍 창수이 공항 중국 운남성에 근거지를 둔 럭키에어 2004년도에 설립된 중국의 대표적인 저비용 항공사이다. 처음에는 스린항공이란 사명을 사용했고 2005년도에 럭키에어로 바꾸었다고 한다. 중국 운남성 쿤밍에 근거지를 둔 항공사인데...
